,category,description,link,id,updated_at,price,type,name,created_at
157,Electronics/Television & Video/Televisions/Smart TVs,"LG 43'' 4K UHD FRAMELESS TV HDR WebOS Smart AI ThinQ 43UP7550PVGKSh 59,000KSh 68,00013%",https://www.jumia.co.ke/lg-43-4k-uhd-frameless-tv-hdr-webos-smart-ai-thinq-43up7550pvg-115514304.html,2ac58e05-e663-479e-8d5d-c1059f23c258,2023-10-24T15:11:24,"KSh 59,000",lg+tv+43,LG 43'' 4K UHD FRAMELESS TV HDR WebOS Smart AI ThinQ 43UP7550PVG,2023-10-24T15:11:24
158,"Grocery/Food Cupboard/Margarine, Jams, Honey & Spreads/Honey","Generic Multifloral Manuka Honey UMF 10+- 263+ MGOKSh 7,500",https://www.jumia.co.ke/generic-multifloral-manuka-honey-umf-10-263-mgo-64419996.html,2b052502-d908-4185-bd59-eeec674240f8,2023-10-24T21:39:42,"KSh 7,500",honey,Generic Multifloral Manuka Honey UMF 10+- 263+ MGO,2023-10-24T21:39:42
159,Home & Office/Home & Kitchen/Kitchen & Dining/Food Service Equipment & Supplies/Cooking Equipment,"Jikokoa STOVE XTRA DURABLE AND ENERGY SAVINGKSh 4,950 - KSh 5,650KSh 6,000 - KSh 6,50018%",https://www.jumia.co.ke/jikokoa-stove-xtra-durable-and-energy-saving-150994073.html,2b7ec9ba-01ad-4587-b94c-6af962b3b1b1,2023-10-24T17:56:26,"KSh 4,950 - KSh 5,650",jikokoa+xtra,Jikokoa STOVE XTRA DURABLE AND ENERGY SAVING,2023-10-24T17:56:26
160,Electronics/Television & Video/Televisions/Smart TVs,"LG 43'' 4K ULTRA HD SMART TV, DTS:X, MAGIC REMOTE, YOU-TUBE- 43UP7750KSh 56,999KSh 68,99917%",https://www.jumia.co.ke/43-4k-ultra-hd-smart-tv-dtsx-magic-remote-you-tube-43up7750-lg-mpg603482.html,2bcbd2b7-be06-4e92-a9fb-1b489e4f27c5,2023-10-24T15:11:24,"KSh 56,999",lg+tv+43,LG 43'' 4K ULTRA HD SMART TV,2023-10-24T15:11:24
161,Electronics/Television & Video/Televisions/Smart TVs,"LG 43LM6370PVA 43'' Smart LM6370 Series Full HDR Smart LED TVKSh 45,000KSh 56,00020%",https://www.jumia.co.ke/43lm6370pva-43-smart-lm6370-series-full-hdr-smart-led-tv-lg-mpg437216.html,2bd27fb4-8cf0-43be-b1b5-47d094c06397,2023-10-24T14:54:35,"KSh 45,000",lg+tv+43,LG 43LM6370PVA 43'' Smart LM6370 Series Full HDR Smart LED TV,2023-10-24T14:54:35
162,Home & Office/Home & Kitchen/Lighting & Ceiling Fans/Lamps & Lighting/Table Lamps,"Shipped from abroadGeneric 32meters 300pcs LED Solar String Lamp Fairy Lights Wedding Party Christmas MulticolorKSh 2,950KSh 5,89950%",https://www.jumia.co.ke/generic-32meters-300pcs-led-solar-string-lamp-fairy-lights-wedding-party-christmas-multicolor-158701715.html,2be599d9-4ab5-4d0b-957e-316ac12b7f62,2023-10-24T17:55:39,"KSh 2,950",lamps,Generic 32meters 300pcs LED Solar String Lamp Fairy Lights Wedding Party Christmas Multicolor,2023-10-24T17:55:39
163,Electronics/Television & Video/Televisions/Smart TVs,"LG 43LM6370PVA, 43'' SMART WEBOs FULL-HD LED TV, NETFLIX, YOUTUBE, BLUETOOTHKSh 51,599offers from",https://www.jumia.co.ke/43lm6370pva-43-smart-webos-full-hd-led-tv-netflix-youtube-bluetooth-lg-mpg405217.html,2bee5fc9-c598-4db3-8686-7820d1e84da2,2023-10-24T14:52:04,"KSh 51,599",lg+tv+43,LG 43LM6370PVA,2023-10-24T14:52:04
164,Electronics/Television & Video/Televisions/Smart TVs,"LG 43'' 4K UHD FRAMELESS TV HDR WebOS Smart AI ThinQ 43UP7550PVGKSh 59,000KSh 68,00013%",https://www.jumia.co.ke/lg-43-4k-uhd-frameless-tv-hdr-webos-smart-ai-thinq-43up7550pvg-115514304.html,2c9a194b-db46-43ee-8983-e5dcb8cba915,2023-10-24T15:30:01,"KSh 59,000",lg+tv+43,LG 43'' 4K UHD FRAMELESS TV HDR WebOS Smart AI ThinQ 43UP7550PVG,2023-10-24T15:30:01
165,Home & Office/Home & Furniture/Lighting/Lighting Bulbs & Component/Lighting Bulb/Specialty Bulb,Dp Light LED Rechargeable Lamp Bulb With USB - 20 WKSh 4983.9 out of 5(44),https://www.jumia.co.ke/dp-light-led-rechargeable-lamp-bulb-with-usb-20-w-64201784.html,2d059ffc-2b7d-4ee0-a168-ed7db2288ab8,2023-10-22T13:53:02,KSh 498,bulbs,Dp Light LED Rechargeable Lamp Bulb With USB - 20 W,2023-10-22T13:53:02
166,Phones & Tablets/Mobile Phones/Smartphones/Android Phones,"Huawei Nova Y61,6.52"" //128GB+4GB RAM //Dual SIM //50MP //5000mAh /Ksly+FREE BUDS+TS+RKSh 24,499KSh 24,9992%",https://www.jumia.co.ke/huawei-nova-y616.52-128gb4gb-ram-dual-sim-50mp-5000mah-kslyfree-budstsr-150993882.html,2d24b95c-444d-445c-8a25-2303099d5377,2023-10-24T17:51:25,"KSh 24,499",huawei+y6,Huawei Nova Y61,2023-10-24T17:51:25
167,Home & Office/Home & Kitchen/Kitchen & Dining/Cutlery & Knife Accessories/Knife Sets/Knife Block Sets,"Generic Marble 9PCs Knife Set-Stainless SteelKSh 4,800KSh 6,70028%",https://www.jumia.co.ke/generic-marble-9pcs-knife-set-stainless-steel-159734200.html,2d8bed93-5bd9-44c5-90d1-a38dc9e64f22,2023-10-22T13:56:42,"KSh 4,800",knives,Generic Marble 9PCs Knife Set-Stainless Steel,2023-10-22T13:56:42
168,Electronics/Television & Video/Televisions/Smart TVs,"LG 43"" 4K UHD SMART TV,MAGIC REMOTE,ALEXA VOICE CONTROL,GOOGLE ASSISTANT-43UP75KSh 55,000KSh 68,00019%",https://www.jumia.co.ke/43-4k-uhd-latest-smart-tvmagic-remotevoice-controlwi-fi4k-hdr-43up7550-lg-mpg1290969.html,2da8b488-01ea-4e83-9774-d49a4c8af6bb,2023-10-24T15:13:03,"KSh 55,000",lg+tv+43,"LG 43"" 4K UHD SMART TV",2023-10-24T15:13:03
169,Electronics/Television & Video/Televisions/Smart TVs,"LG 43"" 4K UHD SMART TV,MAGIC REMOTE,ALEXA VOICE CONTROL,GOOGLE ASSISTANT-43UP75KSh 55,000KSh 68,00019%",https://www.jumia.co.ke/43-4k-uhd-latest-smart-tvmagic-remotevoice-controlwi-fi4k-hdr-43up7550-lg-mpg1290969.html,2e0220cb-026d-45f1-a712-e0c1af6bbf12,2023-10-24T15:30:00,"KSh 55,000",lg+tv+43,"LG 43"" 4K UHD SMART TV",2023-10-24T15:30:00
170,Electronics/Television & Video/Televisions/Smart TVs,"LG 43” FULL HD SMART TV, NETFLIX, YOUTUBE 43LM6370PVBKSh 46,000KSh 59,00022%",https://www.jumia.co.ke/43-full-hd-smart-tv-netflix-youtube-43lm6370pvb-lg-mpg603484.html,2e2545d7-9fd1-4893-a0e2-6ef13c6c632f,2023-10-24T15:30:00,"KSh 46,000",lg+tv+43,LG 43” FULL HD SMART TV,2023-10-24T15:30:00
171,Electronics/Television & Video/Televisions/Smart TVs,"LG 43UP7550PVG 43'' UHD 4K TV HDR WebOS Smart AI ThinQ - 2021KSh 64,6991 out of 5(1)",https://www.jumia.co.ke/lg-43up7550pvg-43-uhd-4k-tv-hdr-webos-smart-ai-thinq-2021-55860190.html,2e63bb6c-5a9a-416d-97b8-86b45f4d89b6,2023-10-24T15:11:23,"KSh 64,699",lg+tv+43,LG 43UP7550PVG 43'' UHD 4K TV HDR WebOS Smart AI ThinQ - 2021,2023-10-24T15:11:23
172,Home & Office/Tools & Home Improvement/Lighting & Ceiling Fans/Outdoor Lighting/Flood & Security Lights,"Solar Light Dummy Solar Light Motion Sensor Security Dummy CameraKSh 999KSh 1,80045%4.2 out of 5(26)",https://www.jumia.co.ke/solar-light-dummy-solar-light-motion-sensor-security-dummy-camera-100410966.html,2ec2bbf2-dc07-4562-99f4-3942f7c40fe7,2023-10-22T13:53:02,KSh 999,bulbs,Solar Light Dummy Solar Light Motion Sensor Security Dummy Camera,2023-10-22T13:53:02
173,Electronics/Television & Video/Televisions/Smart TVs,"LG 43UP7750 - 43"" 4K UHD Smart Frameless LED TV - Black 2022KSh 58,499KSh 97,00040%offers from",https://www.jumia.co.ke/43up7750-43-4k-uhd-smart-frameless-led-tv-black-2022-lg-mpg603453.html,2ec9ec4c-f373-41f8-b57b-b0ab24c4614c,2023-10-24T17:41:33,"KSh 58,499",lg+tv+43,"LG 43UP7750 - 43"" 4K UHD Smart Frameless LED TV - Black 2022",2023-10-24T17:41:33
174,Electronics/Television & Video/Televisions/Smart TVs,"LG 43'' FULL HD SMART TV, ACTIVE HDR, NETFLIX, CHROMECASTKSh 42,199KSh 60,00030%offers from",https://www.jumia.co.ke/43-full-hd-smart-tv-netflix-youtube-43lm6300pvb-lg-mpg603483.html,2ecd0af5-8c29-4431-b63b-adfa9101cfdd,2023-10-24T15:28:27,"KSh 42,199",lg+tv+43,LG 43'' FULL HD SMART TV,2023-10-24T15:28:27
175,Home & Office/Home & Furniture/Lighting/Lighting Bulbs & Component/Lighting Bulb/Specialty Bulb,"Generic Solar Lighting System Kit With 3 LED Lights, Phone ChargerKSh 2,512KSh 3,50028%offers from5 out of 5(3)",https://www.jumia.co.ke/solar-lighting-system-kit-with-3-led-lights-phone-charger-generic-mpg599300.html,2f1edfb1-c0c2-4292-ad59-18eaed0f59c7,2023-10-22T13:53:02,"KSh 2,512",bulbs,Generic Solar Lighting System Kit With 3 LED Lights,2023-10-22T13:53:02
176,Home & Office/Home & Kitchen/Lighting & Ceiling Fans/Lamps & Lighting/Table Lamps,"Shipped from abroadGeneric 7 Colors LED Crystal Table Lamp Rose Light Projection Lamp LED Atmosphere Bedroom Bedside USB Touch Night LightKSh 1,167KSh 2,20747%3 out of 5(1)",https://www.jumia.co.ke/generic-7-colors-led-crystal-table-lamp-rose-light-projection-lamp-led-atmosphere-bedroom-bedside-usb-touch-night-light-119321092.html,2f6ac55c-62a9-4596-ba61-57241735893d,2023-10-22T13:54:06,"KSh 1,167",lamps,Generic 7 Colors LED Crystal Table Lamp Rose Light Projection Lamp LED Atmosphere Bedroom Bedside USB Touch Night Light,2023-10-22T13:54:06
177,Electronics/Television & Video/Televisions/Smart TVs,"LG 43UP75006 - 43"" 4K UHD Smart Frameless LED TV - Black 2023KSh 54,899KSh 70,00022%",https://www.jumia.co.ke/lg-43up75006-43-4k-uhd-smart-frameless-led-tv-black-2023-70294236.html,2f774433-682f-4d30-a694-5899f3a55951,2023-10-24T14:52:05,"KSh 54,899",lg+tv+43,"LG 43UP75006 - 43"" 4K UHD Smart Frameless LED TV - Black 2023",2023-10-24T14:52:05
178,Home & Office/Home & Kitchen/Kitchen & Dining/Cutlery & Knife Accessories/Knife Sets/Knife Block Sets,"UNIQUE 9Pcs Knife SetKSh 3,150KSh 4,00021%",https://www.jumia.co.ke/unique-9pcs-knife-set-161685509.html,2f936d01-2a21-4fc6-842f-8f75f7f64c22,2023-10-24T18:00:40,"KSh 3,150",knives,UNIQUE 9Pcs Knife Set,2023-10-24T18:00:40
179,Electronics/Television & Video/Televisions/Smart TVs,"LG 43” 4K ULTRA HD SMART TV, MAGIC REMOTE, NETFLIX 2021 NEW MODEL-43UP77KSh 55,500KSh 68,00018%",https://www.jumia.co.ke/lg-43-4k-ultra-hd-smart-tv-magic-remote-netflix-2021-new-model-43up77-67964104.html,2fdbab29-2bd0-4048-92b4-0f724403421c,2023-10-24T15:32:48,"KSh 55,500",lg+tv+43,LG 43” 4K ULTRA HD SMART TV,2023-10-24T15:32:48
180,Home & Office/Home & Furniture/Lighting/Lighting Bulbs & Component/Lighting Bulb/Specialty Bulb,Generic RGB Led Flexible Strip Snake Light Kit With ControllerKSh 738offers from3.6 out of 5(10),https://www.jumia.co.ke/rgb-led-flexible-strip-snake-light-kit-with-controller-generic-mpg1343820.html,30d17e6e-1a71-48ba-a537-f1761404a9f2,2023-10-22T13:53:00,KSh 738,bulbs,Generic RGB Led Flexible Strip Snake Light Kit With Controller,2023-10-22T13:53:00
181,Electronics/Television & Video/Televisions/Smart TVs,"LG 43” FULL HD SMART TV, NETFLIX, YOUTUBE 43LM6300PVBKSh 47,990KSh 59,00019%",https://www.jumia.co.ke/43-full-hd-smart-tv-active-hdr-netflix-43lm6370-lg-mpg603486.html,30f354ba-1542-484e-8703-1e57d1f40260,2023-10-24T14:50:55,"KSh 47,990",lg+tv+43,LG 43” FULL HD SMART TV,2023-10-24T14:50:55
182,Electronics/Television & Video/Televisions/Smart TVs,"LG 43'' 4K ULTRA HD SMART TV, NETFLIX, MAGIC REMOTE 43UP75KSh 59,000KSh 68,00013%offers from",https://www.jumia.co.ke/43-4k-ultra-hd-smart-tv-netflix-magic-remote-43up75-lg-mpg351796.html,313da1f8-eca2-41e0-822d-f55d56c3093b,2023-10-24T14:55:52,"KSh 59,000",lg+tv+43,LG 43'' 4K ULTRA HD SMART TV,2023-10-24T14:55:52
183,Electronics/Television & Video/Televisions/Smart TVs,"LG 43” FULL HD SMART TV, NETFLIX, YOUTUBE 43LM6370PVAKSh 48,000KSh 55,00013%offers from",https://www.jumia.co.ke/43-full-hd-smart-tv-netflix-youtube-43lm6370pva-lg-mpg603485.html,313e0851-f029-48e3-9e32-36ef4975b838,2023-10-24T17:43:58,"KSh 48,000",lg+tv+43,LG 43” FULL HD SMART TV,2023-10-24T17:43:58
184,Electronics/Television & Video/Televisions/Smart TVs,"LG 43” FULL HD SMART TV, NETFLIX, YOUTUBE 43LM6370PVAKSh 44,899KSh 57,00021%",https://www.jumia.co.ke/43-full-hd-smart-tv-netflix-youtube-43lm6370pva-lg-mpg957438.html,3167745c-8bf2-4e54-abe0-53888de5ea7e,2023-10-24T15:13:03,"KSh 44,899",lg+tv+43,LG 43” FULL HD SMART TV,2023-10-24T15:13:03
185,Home & Office/Home & Kitchen/Lighting & Ceiling Fans/Lamps & Lighting/Table Lamps,"Shipped from abroadGeneric 7 Colors LED Crystal Table Lamp Light Projection Lamp LED AtKSh 1,826KSh 2,82935%",https://www.jumia.co.ke/generic-7-colors-led-crystal-table-lamp-light-projection-lamp-led-at-131724789.html,3186489f-599f-4cd0-9e9e-0bd302d3679c,2023-10-22T13:54:06,"KSh 1,826",lamps,Generic 7 Colors LED Crystal Table Lamp Light Projection Lamp LED At,2023-10-22T13:54:06
186,Home & Office/Home & Kitchen/Kitchen & Dining/Food Service Equipment & Supplies/Cooking Equipment,"Jikokoa Medium Size Jikokoa Xtra StoveKSh 4,299KSh 7,52443%",https://www.jumia.co.ke/jikokoa-medium-size-jikokoa-xtra-stove-70085249.html,31be3acf-1840-480a-8e6a-0ac634caf801,2023-10-24T17:56:26,"KSh 4,299",jikokoa+xtra,Jikokoa Medium Size Jikokoa Xtra Stove,2023-10-24T17:56:26
187,Phones & Tablets/Mobile Phones/Smartphones/Android Phones,"Shipped from abroadGeneric Huawei Y6(2019)- Black - 4GB RAM - 64GB ROMKSh 29,600",https://www.jumia.co.ke/generic-huawei-y62019-black-4gb-ram-64gb-rom-160161524.html,31ee6a92-cd90-4f68-ae2c-2d0a1cf3ae71,2023-10-22T14:23:04,"KSh 29,600",huawei+y6,Generic Huawei Y6(2019)- Black - 4GB RAM - 64GB ROM,2023-10-22T14:23:04
188,Electronics/Television & Video/Televisions/Smart TVs,"LG 43"" 4K 2022 LATEST MODEL,ALEXA VOICE CONTROL,MAGIC REMOTE,NETFLIX-43UQ80006KSh 60,000KSh 72,00017%",https://www.jumia.co.ke/lg-43-4k-2022-latest-modelalexa-voice-controlmagic-remotenetflix-43uq80006-160578427.html,32137d3e-4726-406c-ba71-11f722a1f5a7,2023-10-24T17:43:58,"KSh 60,000",lg+tv+43,"LG 43"" 4K 2022 LATEST MODEL",2023-10-24T17:43:58
189,Electronics/Television & Video/Televisions/Smart TVs,"LG 43'' 4K UHD UQ8000 Series, 4K Active HDR WebOS Smart ThinQ AIKSh 59,000KSh 76,00022%",https://www.jumia.co.ke/lg-43-4k-uhd-uq8000-series-4k-active-hdr-webos-smart-thinq-ai-150776581.html,32a5fc98-84af-427a-bc3c-f0375cad2b53,2023-10-24T15:30:01,"KSh 59,000",lg+tv+43,LG 43'' 4K UHD UQ8000 Series,2023-10-24T15:30:01
190,Home & Office/Home & Kitchen/Kitchen & Dining/Cutlery & Knife Accessories/Knife Sets/Knife Block Sets,"Generic Knife Set StainlessKSh 3,190offers from4.9 out of 5(10)",https://www.jumia.co.ke/knife-set-stainless-generic-mpg333812.html,32b491c2-ab5b-4b76-9474-afc165d5bf80,2023-10-22T13:56:41,"KSh 3,190",knives,Generic Knife Set Stainless,2023-10-22T13:56:41
191,Home & Office/Home & Kitchen/Lighting & Ceiling Fans/Lamps & Lighting/Table Lamps,"Shipped from abroadGeneric Bedroom With Cloud Tulip Mirror Night LightKSh 1,599KSh 3,00047%",https://www.jumia.co.ke/generic-bedroom-with-cloud-tulip-mirror-night-light-156517595.html,3312e9c6-ad0f-4260-ad83-9192e3fafdfa,2023-10-24T17:55:39,"KSh 1,599",lamps,Generic Bedroom With Cloud Tulip Mirror Night Light,2023-10-24T17:55:39
192,Electronics/Television & Video/Televisions/Smart TVs,"LG 43'' 43UP7550 UHD 4K TV HDR WebOS Smart AI ThinQ - 2022 Local WarrantyKSh 57,699KSh 97,00041%offers from2 out of 5(1)",https://www.jumia.co.ke/43-43up7550-uhd-4k-tv-hdr-webos-smart-ai-thinq-2022-local-warranty-lg-mpg603489.html,33245bce-c846-430a-ab54-d42e64d15fee,2023-10-24T17:41:33,"KSh 57,699",lg+tv+43,LG 43'' 43UP7550 UHD 4K TV HDR WebOS Smart AI ThinQ - 2022 Local Warranty,2023-10-24T17:41:33
193,Electronics/Television & Video/Televisions/Smart TVs,"LG 43” 4K UHD LATEST SMART TV 4K HDR-43UP7750KSh 52,999KSh 65,00018%",https://www.jumia.co.ke/lg-43-4k-uhd-latest-smart-tv-4k-hdr-43up7750-152364526.html,332c4be6-3eca-4831-8d61-3f419f2dd834,2023-10-24T15:32:48,"KSh 52,999",lg+tv+43,LG 43” 4K UHD LATEST SMART TV 4K HDR-43UP7750,2023-10-24T15:32:48
194,Phones & Tablets/Mobile Phones/Smartphones/Android Phones,"Shipped from abroadSamsung Galaxy A51 4G RAM 4GB+ROM 128GB 48MP Camera PhonesKSh 27,999KSh 42,99935%",https://www.jumia.co.ke/samsung-galaxy-a51-4g-ram-4gbrom-128gb-48mp-camera-phones-139523826.html,33686d7a-97f5-43d7-9517-696b8511e5f7,2023-10-24T17:57:36,"KSh 27,999",Samsung+Galaxy+A51,Samsung Galaxy A51 4G RAM 4GB+ROM 128GB 48MP Camera Phones,2023-10-24T17:57:36
195,Electronics/Television & Video/Televisions/Smart TVs,"LG 43'' 43UP7550 UHD 4K TV HDR WebOS Smart AI ThinQ - 2022 Local WarrantyKSh 61,000KSh 87,00030%",https://www.jumia.co.ke/lg-43-43up7550-uhd-4k-tv-hdr-webos-smart-ai-thinq-2022-local-warranty-61015023.html,33ba683a-6a67-4ea3-aa4c-82d4613bc44b,2023-10-24T14:54:34,"KSh 61,000",lg+tv+43,LG 43'' 43UP7550 UHD 4K TV HDR WebOS Smart AI ThinQ - 2022 Local Warranty,2023-10-24T14:54:34
196,Electronics/Television & Video/Televisions/Smart TVs,"LG 43'' 43UP7550 UHD 4K TV HDR WebOS Smart AI ThinQ - 2021 Local WarrantyKSh 58,990KSh 80,00026%",https://www.jumia.co.ke/43-43up7550-uhd-4k-tv-hdr-webos-smart-ai-thinq-2021-local-warranty-lg-mpg356733.html,342bbfc5-e036-476e-8263-8d14467a8ce0,2023-10-24T17:43:58,"KSh 58,990",lg+tv+43,LG 43'' 43UP7550 UHD 4K TV HDR WebOS Smart AI ThinQ - 2021 Local Warranty,2023-10-24T17:43:58
197,Home & Office/Home & Furniture/Lighting/Lighting Bulbs & Component/Lighting Bulb/Specialty Bulb,"Kamisafe Radio & Rechargeable LED LampKSh 1,440KSh 1,70015%offers from4.5 out of 5(17)",https://www.jumia.co.ke/radio-rechargeable-led-lamp-kamisafe-mpg791918.html,3472ef11-c6b8-4b39-9c8e-6d26c17d6b09,2023-10-22T13:49:55,"KSh 1,440",bulbs,Kamisafe Radio & Rechargeable LED Lamp,2023-10-22T13:49:55
198,Phones & Tablets/Mobile Phones/Smartphones/Android Phones,"Huawei Nova Y61,6.52"" //128GB+4GB //Dual SIM //50MP //5000mAh /Ksly-B +FREE SPEAKER+W+OKSh 24,499KSh 24,9992%",https://www.jumia.co.ke/huawei-nova-y616.52-128gb4gb-dual-sim-50mp-5000mah-ksly-b-free-speakerwo-150993888.html,3481eba0-2deb-4d34-adfe-fda24328eba4,2023-10-22T14:23:03,"KSh 24,499",huawei+y6,Huawei Nova Y61,2023-10-22T14:23:03
199,"Grocery/Food Cupboard/Margarine, Jams, Honey & Spreads/Honey",Heaven 100% PURE NATURAL EGYPTIAN HONEY PREMIUM QUALITY 227gKSh 600,https://www.jumia.co.ke/heaven-100-pure-natural-egyptian-honey-premium-quality-227g-86446140.html,352f001f-e106-4abb-ba98-410cdb5cbf81,2023-10-24T21:39:43,KSh 600,honey,Heaven 100% PURE NATURAL EGYPTIAN HONEY PREMIUM QUALITY 227g,2023-10-24T21:39:43
200,Home & Office/Tools & Home Improvement/Lighting & Ceiling Fans/Outdoor Lighting/Torches,"Generic Electric Shock & Laser Pointer Powerful TorchKSh 850KSh 1,50043%4.3 out of 5(10)",https://www.jumia.co.ke/generic-electric-shock-laser-pointer-powerful-torch-87749787.html,35433b21-0fc5-4ec3-8e12-9ddf86a39f13,2023-10-22T13:49:55,KSh 850,bulbs,Generic Electric Shock & Laser Pointer Powerful Torch,2023-10-22T13:49:55
201,Electronics/Television & Video/Televisions/Smart TVs,"LG 43” 4K ULTRA HD SMART TV, MAGIC REMOTE, NETFLIX 2021 NEW MODEL-43UP77KSh 55,500KSh 68,00018%",https://www.jumia.co.ke/lg-43-4k-ultra-hd-smart-tv-magic-remote-netflix-2021-new-model-43up77-67964104.html,356435a2-d6b1-4965-bd78-5dc6dbbdd79f,2023-10-24T15:13:03,"KSh 55,500",lg+tv+43,LG 43” 4K ULTRA HD SMART TV,2023-10-24T15:13:03
202,Electronics/Television & Video/Televisions/Smart TVs,"LG 43'' 43UP7550 UHD 4K TV HDR WebOS Smart AI ThinQ - 2022 Local WarrantyKSh 57,699KSh 97,00041%offers from2 out of 5(1)",https://www.jumia.co.ke/43-43up7550-uhd-4k-tv-hdr-webos-smart-ai-thinq-2022-local-warranty-lg-mpg603489.html,35cd9195-9366-4451-98df-a2d638b44fe7,2023-10-24T14:51:16,"KSh 57,699",lg+tv+43,LG 43'' 43UP7550 UHD 4K TV HDR WebOS Smart AI ThinQ - 2022 Local Warranty,2023-10-24T14:51:16
203,Electronics/Television & Video/Televisions/Smart TVs,"LG 43UP7750 - 43"" 4K UHD Smart Frameless LED TV - Black 2022KSh 49,995KSh 69,00028%offers from",https://www.jumia.co.ke/43up7750-43-4k-uhd-smart-frameless-led-tv-black-2022-lg-mpg1290972.html,35fbc1da-193f-4e03-a97a-6d9c272e1548,2023-10-24T15:28:23,"KSh 49,995",lg+tv+43,"LG 43UP7750 - 43"" 4K UHD Smart Frameless LED TV - Black 2022",2023-10-24T15:28:23
204,Home & Office/Home & Kitchen/Kitchen & Dining/Cutlery & Knife Accessories/Knife Sets/Knife Block Sets,"Generic Knife Set With Cutting Board & Knife Holder-7PcsKSh 1,950KSh 3,40043%",https://www.jumia.co.ke/generic-knife-set-with-cutting-board-knife-holder-7pcs-115582541.html,3655d3cb-acfb-49ac-a275-2270e7876912,2023-10-24T18:00:40,"KSh 1,950",knives,Generic Knife Set With Cutting Board & Knife Holder-7Pcs,2023-10-24T18:00:40
205,Home & Office/Home & Kitchen/Lighting & Ceiling Fans/Lamps & Lighting/Table Lamps,"Shipped from abroadGeneric Ultralight LED Desk Night Lamp 360° Flexible RotatableKSh 1,120KSh 2,24050%4.8 out of 5(8)",https://www.jumia.co.ke/generic-ultralight-led-desk-night-lamp-360-flexible-rotatable-33031346.html,3667f415-9dc1-4bc4-88b8-715aeca18cf3,2023-10-24T17:55:39,"KSh 1,120",lamps,Generic Ultralight LED Desk Night Lamp 360° Flexible Rotatable,2023-10-24T17:55:39
206,"Grocery/Food Cupboard/Margarine, Jams, Honey & Spreads/Honey",Official StorePure Mountain Rosemary HoneyKSh 750,https://www.jumia.co.ke/pure-mountain-rosemary-honey-95936421.html,36bc82f4-ecfd-418b-9521-9c0ed9236e42,2023-10-24T21:39:43,KSh 750,honey,Pure Mountain Rosemary Honey,2023-10-24T21:39:43
207,Electronics/Television & Video/Televisions/Smart TVs,"LG 43'' 43UP7550 UHD 4K TV HDR WebOS Smart AI ThinQ - 2022 Local WarrantyKSh 61,000KSh 87,00030%",https://www.jumia.co.ke/lg-43-43up7550-uhd-4k-tv-hdr-webos-smart-ai-thinq-2022-local-warranty-61015023.html,36f6be4e-3bf6-46ec-944a-c4a1e31a7e70,2023-10-24T14:50:55,"KSh 61,000",lg+tv+43,LG 43'' 43UP7550 UHD 4K TV HDR WebOS Smart AI ThinQ - 2022 Local Warranty,2023-10-24T14:50:55
208,Electronics/Television & Video/Televisions/Smart TVs,"LG 43UP7550PVG 43'' UHD 4K TV HDR WebOS Smart AI ThinQ - 2021KSh 64,6991 out of 5(1)",https://www.jumia.co.ke/lg-43up7550pvg-43-uhd-4k-tv-hdr-webos-smart-ai-thinq-2021-55860190.html,3703cb13-82e0-43ee-819c-8870d9aae19c,2023-10-24T17:41:33,"KSh 64,699",lg+tv+43,LG 43UP7550PVG 43'' UHD 4K TV HDR WebOS Smart AI ThinQ - 2021,2023-10-24T17:41:33
209,Electronics/Television & Video/Televisions/Smart TVs,"LG 43'' 4K UHD FRAMELESS TV HDR WebOS Smart AI ThinQ 43UP7550PVG  - 2021KSh 58,000KSh 68,00015%",https://www.jumia.co.ke/lg-43-4k-uhd-frameless-tv-hdr-webos-smart-ai-thinq-43up7550pvg-2021-67964082.html,371fec06-bcd6-4908-bf09-337f5ba54327,2023-10-23T20:51:33,"KSh 58,000",lg+tv+43,LG 43'' 4K UHD FRAMELESS TV HDR WebOS Smart AI ThinQ 43UP7550PVG  - 2021,2023-10-23T20:51:33
210,Home & Office/Home & Kitchen/Kitchen & Dining/Cutlery & Knife Accessories/Knife Sets/Knife Block Sets,"Generic 7pc Knife Set +chopping Board/chopping Board/knifeKSh 1,950KSh 3,50044%3.8 out of 5(5)",https://www.jumia.co.ke/generic-7pc-knife-set-chopping-boardchopping-boardknife-115558205.html,373da792-d803-43ff-b963-ec4e8712d075,2023-10-24T17:58:12,"KSh 1,950",knifes,Generic 7pc Knife Set +chopping Board/chopping Board/knife,2023-10-24T17:58:12
211,Home & Office/Home & Kitchen/Kitchen & Dining/Cutlery & Knife Accessories/Knife Sets/Knife Block Sets,"Rashnik 7pcs Knife SetKSh 2,000KSh 4,00050%",https://www.jumia.co.ke/rashnik-7pcs-knife-set-129471674.html,3762a8fa-abd3-4559-815f-67418dd08c77,2023-10-24T18:00:40,"KSh 2,000",knives,Rashnik 7pcs Knife Set,2023-10-24T18:00:40
212,Electronics/Television & Video/Televisions/Smart TVs,"LG 43” 4K ULTRA HD SMART TV, MAGIC REMOTE, NETFLIX 43UP75KSh 58,500KSh 69,00015%offers from",https://www.jumia.co.ke/43-4k-ultra-hd-smart-tv-magic-remote-netflix-43up75-lg-mpg603480.html,3787bf03-d68b-4f28-b0a2-21bb85cdf6df,2023-10-23T20:51:33,"KSh 58,500",lg+tv+43,LG 43” 4K ULTRA HD SMART TV,2023-10-23T20:51:33
