,category,description,link,id,updated_at,price,type,name,created_at
0,Phones & Tablets/Mobile Phones/Smartphones/Android Phones,"Shipped from abroadHuawei Y6(2019) 4GB RAM/64GB ROM Smartphone-BlackKSh 14,998KSh 19,09621%4 out of 5(1)",https://www.jumia.co.ke/huawei-y62019-4gb-ram64gb-rom-smartphone-black-152064848.html,0004181f-c81a-46a1-b482-a4dfcd9033b8,2023-10-22T14:11:59,"KSh 14,998",huawei+y6,Huawei Y6(2019) 4GB RAM/64GB ROM Smartphone-Black,2023-10-22T14:11:59
1,Home & Office/Home & Furniture/Lighting/Lighting Bulbs & Component/Lighting Bulb/Specialty Bulb,"Dp Light Solar LED Rechargeable Bulb With USB And PanelKSh 869 - KSh 1,199KSh 1,500 - KSh 1,80042%3.3 out of 5(7)",https://www.jumia.co.ke/dp-light-solar-led-rechargeable-bulb-with-usb-and-panel-97023782.html,00434ea5-9cd9-480c-b8df-86e991ae8a4c,2023-10-22T13:49:55,"KSh 869 - KSh 1,199",bulbs,Dp Light Solar LED Rechargeable Bulb With USB And Panel,2023-10-22T13:49:55
2,Home & Office/Home & Furniture/Lighting/Lighting Bulbs & Component/Lighting Bulb/Specialty Bulb,"Generic E27 15W WiFi Smart Bluetooth Color BulbKSh 1,290KSh 1,69024%3.7 out of 5(3)",https://www.jumia.co.ke/generic-e27-15w-wifi-smart-bluetooth-color-bulb-135006939.html,00482848-1bc4-4926-8588-be58978e0cb9,2023-10-22T13:49:55,"KSh 1,290",bulbs,Generic E27 15W WiFi Smart Bluetooth Color Bulb,2023-10-22T13:49:55
3,Electronics/Television & Video/Televisions/Smart TVs,"LG 43” FULL HD SMART TV, NETFLIX, YOUTUBE 43LM6370PVBKSh 46,000KSh 59,00022%",https://www.jumia.co.ke/43-full-hd-smart-tv-netflix-youtube-43lm6370pvb-lg-mpg603484.html,00629a7b-3f8a-4490-af2e-44d7774d8cc6,2023-10-24T15:32:48,"KSh 46,000",lg+tv+43,LG 43” FULL HD SMART TV,2023-10-24T15:32:48
4,Electronics/Television & Video/Televisions/Smart TVs,"LG 43UP7750 - 43"" 4K UHD Smart LED TV - Black 2022KSh 55,899KSh 97,00042%",https://www.jumia.co.ke/lg-43up7750-43-4k-uhd-smart-led-tv-black-2022-61876705.html,006ad8a8-a597-42cf-b7ee-a72656a24e98,2023-10-24T15:32:48,"KSh 55,899",lg+tv+43,"LG 43UP7750 - 43"" 4K UHD Smart LED TV - Black 2022",2023-10-24T15:32:48
5,Electronics/Television & Video/Televisions/Smart TVs,"LG 43'' 4K ULTRA HD SMART TV, DTS:X, MAGIC REMOTE, YOU-TUBE- 43UP77KSh 56,500KSh 68,00017%",https://www.jumia.co.ke/lg-43-4k-ultra-hd-smart-tv-dtsx-magic-remote-you-tube-43up77-67964090.html,00b75e53-c76d-4fe9-9343-a6eb15342a4c,2023-10-24T14:55:52,"KSh 56,500",lg+tv+43,LG 43'' 4K ULTRA HD SMART TV,2023-10-24T14:55:52
6,Electronics/Television & Video/Televisions/Smart TVs,"LG 43'' 4K ULTRA HD SMART TV, DTS:X, MAGIC REMOTE, YOU-TUBE- 43UP77KSh 56,500KSh 68,00017%",https://www.jumia.co.ke/lg-43-4k-ultra-hd-smart-tv-dtsx-magic-remote-you-tube-43up77-67964090.html,011bb993-f97a-4f2f-af1b-cd76303faee0,2023-10-24T15:30:01,"KSh 56,500",lg+tv+43,LG 43'' 4K ULTRA HD SMART TV,2023-10-24T15:30:01
7,Home & Office/Home & Furniture/Lighting/Lighting Bulbs & Component/Lighting Bulb/Specialty Bulb,"Generic Smart Rechargeable Energy BulbKSh 1,600KSh 2,76042%4.2 out of 5(5)",https://www.jumia.co.ke/generic-smart-rechargeable-energy-bulb-67372434.html,0120024d-f856-40fa-b0ed-d15d0a570c7b,2023-10-22T13:49:55,"KSh 1,600",bulbs,Generic Smart Rechargeable Energy Bulb,2023-10-22T13:49:55
8,Electronics/Television & Video/Televisions/Smart TVs,"LG 43'' 4K ULTRA HD SMART TV, NETFLIX, MAGIC REMOTE 43UP75KSh 59,000KSh 68,00013%offers from",https://www.jumia.co.ke/43-4k-ultra-hd-smart-tv-netflix-magic-remote-43up75-lg-mpg351796.html,01aaa6ce-ce01-461e-a8a4-b36fee5aca7b,2023-10-24T17:43:58,"KSh 59,000",lg+tv+43,LG 43'' 4K ULTRA HD SMART TV,2023-10-24T17:43:58
9,Electronics/Television & Video/Televisions/Smart TVs,"LG 43"" FULL HD 1080P SMART TV, ACTIVE HDR, NETLIX, WEB BROWSER-43LM6370PVAKSh 46,999KSh 59,00020%",https://www.jumia.co.ke/lg-43-full-hd-1080p-smart-tv-active-hdr-netlix-web-browser-43lm6370pva-67964094.html,023254b8-54bb-43ad-9d8c-30fd69bcb100,2023-10-24T14:51:18,"KSh 46,999",lg+tv+43,"LG 43"" FULL HD 1080P SMART TV",2023-10-24T14:51:18
10,Electronics/Television & Video/Televisions/Smart TVs,"LG 43UP7550PVG 43'' UHD 4K TV HDR WebOS Smart AI ThinQ - 2021KSh 64,6991 out of 5(1)",https://www.jumia.co.ke/lg-43up7550pvg-43-uhd-4k-tv-hdr-webos-smart-ai-thinq-2021-55860190.html,0260c36b-d8d7-48fc-9bfc-90c5f6213805,2023-10-24T14:52:05,"KSh 64,699",lg+tv+43,LG 43UP7550PVG 43'' UHD 4K TV HDR WebOS Smart AI ThinQ - 2021,2023-10-24T14:52:05
11,Phones & Tablets/Mobile Phones/Cell Phones/Cell Phones,"Shipped from abroadSamsung Galaxy A51 5G - Prism Cube Black - 128GB HDD- 6GB RAMKSh 26,843KSh 30,40012%",https://www.jumia.co.ke/samsung-galaxy-a51-5g-prism-cube-black-128gb-hdd-6gb-ram-157739428.html,02e8c344-ef74-48d6-bdb4-fed2e01dbc42,2023-10-23T20:47:14,"KSh 26,843",Samsung+Galaxy+A51,Samsung Galaxy A51 5G - Prism Cube Black - 128GB HDD- 6GB RAM,2023-10-23T20:47:14
12,Phones & Tablets/Mobile Phones/Smartphones/Android Phones,"Shipped from abroadSamsung Galaxy A51 5G Phones 6+128GB 48MPKSh 24,999KSh 42,99942%offers from3 out of 5(1)",https://www.jumia.co.ke/galaxy-a51-5g-phones-6128gb-48mp-samsung-mpg464256.html,02f79ca1-882f-457d-8e3e-a75fecf2eb3a,2023-10-24T17:57:35,"KSh 24,999",Samsung+Galaxy+A51,Samsung Galaxy A51 5G Phones 6+128GB 48MP,2023-10-24T17:57:35
13,Electronics/Television & Video/Televisions/Smart TVs,"LG 43'' 4K UHD TV HDR WebOS Smart AI ThinQ 43UP7550PVGKSh 59,000KSh 68,00013%",https://www.jumia.co.ke/lg-43-4k-uhd-tv-hdr-webos-smart-ai-thinq-43up7550pvg-115780326.html,03326bc9-b103-48e1-bf0a-2573d4329462,2023-10-24T17:41:33,"KSh 59,000",lg+tv+43,LG 43'' 4K UHD TV HDR WebOS Smart AI ThinQ 43UP7550PVG,2023-10-24T17:41:33
14,Electronics/Television & Video/Televisions/Smart TVs,"LG 43UP7750 - 43"" 4K UHD Smart Frameless LED TV - Black 2022KSh 58,499KSh 97,00040%offers from",https://www.jumia.co.ke/43up7750-43-4k-uhd-smart-frameless-led-tv-black-2022-lg-mpg603453.html,0335fb95-8d46-4f45-ba3a-bc87c0297543,2023-10-24T15:11:23,"KSh 58,499",lg+tv+43,"LG 43UP7750 - 43"" 4K UHD Smart Frameless LED TV - Black 2022",2023-10-24T15:11:23
15,Electronics/Television & Video/Televisions/Smart TVs,"LG 43” FULL HD SMART TV, NETFLIX, YOUTUBE 43LM6300PVBKSh 44,999KSh 59,00024%",https://www.jumia.co.ke/lg-43-full-hd-smart-tv-netflix-youtube-43lm6300pvb-115584683.html,033de147-8463-40d6-ac7e-6e20a73bde33,2023-10-24T15:30:01,"KSh 44,999",lg+tv+43,LG 43” FULL HD SMART TV,2023-10-24T15:30:01
16,Home & Office/Home & Kitchen/Lighting & Ceiling Fans/Lamps & Lighting/Table Lamps,"Weidasi Portable Rechargeable LED Camping Emergency Lantern Light (15 Watts)KSh 2,498KSh 4,50044%",https://www.jumia.co.ke/weidasi-portable-rechargeable-led-camping-emergency-lantern-light-15-watts-153176805.html,03840a4d-74a8-4ea5-8dea-0e4a7b51a287,2023-10-22T13:54:06,"KSh 2,498",lamps,Weidasi Portable Rechargeable LED Camping Emergency Lantern Light (15 Watts),2023-10-22T13:54:06
17,Home & Office/Home & Kitchen/Kitchen & Dining/Cutlery & Knife Accessories/Knife Sets/Knife Block Sets,"Generic Classic Kitchenware Cookstyle Nonstick Elegant 6 Piece Knife SetKSh 1,850KSh 3,40046%",https://www.jumia.co.ke/generic-classic-kitchenware-cookstyle-nonstick-elegant-6-piece-knife-set-153243031.html,038f4682-7bb5-4696-99db-a55a8350cbbb,2023-10-24T18:00:40,"KSh 1,850",knives,Generic Classic Kitchenware Cookstyle Nonstick Elegant 6 Piece Knife Set,2023-10-24T18:00:40
18,Electronics/Television & Video/Televisions/Smart TVs,"LG 43LM6370PVA, 43'' SMART WEBOs FULL-HD LED TV, NETFLIX, YOUTUBE, BLUETOOTHKSh 51,599offers from",https://www.jumia.co.ke/43lm6370pva-43-smart-webos-full-hd-led-tv-netflix-youtube-bluetooth-lg-mpg405217.html,03fde27f-973c-4834-9bb0-abcfe63bca76,2023-10-24T14:51:16,"KSh 51,599",lg+tv+43,LG 43LM6370PVA,2023-10-24T14:51:16
19,Electronics/Television & Video/Televisions/Smart TVs,"LG 43” FULL HD SMART TV, NETFLIX, YOUTUBE 43LM6370PVAKSh 44,899KSh 57,00021%",https://www.jumia.co.ke/43-full-hd-smart-tv-netflix-youtube-43lm6370pva-lg-mpg957438.html,04220cf2-ec62-4aa4-b1d6-ed114d09b6af,2023-10-24T15:30:00,"KSh 44,899",lg+tv+43,LG 43” FULL HD SMART TV,2023-10-24T15:30:00
20,Electronics/Television & Video/Televisions/Smart TVs,"LG 43” 4K ULTRA HD SMART TV, MAGIC REMOTE, NETFLIX 2021 NEW MODEL-43UP77KSh 55,500KSh 68,00018%",https://www.jumia.co.ke/lg-43-4k-ultra-hd-smart-tv-magic-remote-netflix-2021-new-model-43up77-67964104.html,04e54ce2-aca8-475a-ab70-137d4b960205,2023-10-24T14:51:37,"KSh 55,500",lg+tv+43,LG 43” 4K ULTRA HD SMART TV,2023-10-24T14:51:37
21,Electronics/Television & Video/Televisions/Smart TVs,"LG 43'' 43UP7550 UHD 4K TV HDR WebOS Smart AI ThinQ - 2021 Local WarrantyKSh 58,990KSh 80,00026%",https://www.jumia.co.ke/43-43up7550-uhd-4k-tv-hdr-webos-smart-ai-thinq-2021-local-warranty-lg-mpg356733.html,05aaec33-d8d6-4282-b906-84c065d6bca2,2023-10-24T15:13:03,"KSh 58,990",lg+tv+43,LG 43'' 43UP7550 UHD 4K TV HDR WebOS Smart AI ThinQ - 2021 Local Warranty,2023-10-24T15:13:03
22,Electronics/Television & Video/Televisions/Smart TVs,"LG 43UP7550PVG 43'' UHD 4K TV HDR WebOS Smart AI ThinQ - 2021KSh 64,6991 out of 5(1)",https://www.jumia.co.ke/lg-43up7550pvg-43-uhd-4k-tv-hdr-webos-smart-ai-thinq-2021-55860190.html,0645eac4-4c1b-40cf-99e0-90a3a59b0951,2023-10-24T14:50:55,"KSh 64,699",lg+tv+43,LG 43UP7550PVG 43'' UHD 4K TV HDR WebOS Smart AI ThinQ - 2021,2023-10-24T14:50:55
23,Electronics/Television & Video/Televisions/Smart TVs,"LG 43” FULL HD SMART TV, NETFLIX, YOUTUBE 43LM6370PVAKSh 44,899KSh 57,00021%",https://www.jumia.co.ke/43-full-hd-smart-tv-netflix-youtube-43lm6370pva-lg-mpg957438.html,064ecc3f-0f8e-4d9c-9c90-2db1ab279f26,2023-10-24T17:43:57,"KSh 44,899",lg+tv+43,LG 43” FULL HD SMART TV,2023-10-24T17:43:57
24,Electronics/Television & Video/Televisions/Smart TVs,"LG 43” 4K ULTRA HD SMART TV, MAGIC REMOTE, NETFLIX 2021 NEW MODEL-43UP77KSh 55,500KSh 68,00018%",https://www.jumia.co.ke/lg-43-4k-ultra-hd-smart-tv-magic-remote-netflix-2021-new-model-43up77-67964104.html,068adf41-70e5-4eba-b611-7c2abd3379f2,2023-10-24T14:50:04,"KSh 55,500",lg+tv+43,LG 43” 4K ULTRA HD SMART TV,2023-10-24T14:50:04
25,Electronics/Television & Video/Televisions/Smart TVs,"LG 43UP7750 - 43"" 4K UHD Smart Frameless LED TV - Black 2022KSh 49,995KSh 69,00028%offers from",https://www.jumia.co.ke/43up7750-43-4k-uhd-smart-frameless-led-tv-black-2022-lg-mpg1290972.html,08384979-86dd-41ce-aa42-551feab0fb98,2023-10-24T14:50:53,"KSh 49,995",lg+tv+43,"LG 43UP7750 - 43"" 4K UHD Smart Frameless LED TV - Black 2022",2023-10-24T14:50:53
26,Home & Office/Tools & Home Improvement/Lighting & Ceiling Fans/Outdoor Lighting/Torches,"Generic Electric Shock & Laser Pointer Powerful TorchKSh 850KSh 1,50043%4.3 out of 5(10)",https://www.jumia.co.ke/generic-electric-shock-laser-pointer-powerful-torch-87749787.html,086b7420-86fe-48af-8973-b039c1ed75c1,2023-10-22T13:54:06,KSh 850,lamps,Generic Electric Shock & Laser Pointer Powerful Torch,2023-10-22T13:54:06
27,Electronics/Television & Video/Televisions/Smart TVs,"LG 43UP7750 - 43"" 4K UHD Smart Frameless LED TV - Black 2022KSh 58,499KSh 97,00040%offers from",https://www.jumia.co.ke/43up7750-43-4k-uhd-smart-frameless-led-tv-black-2022-lg-mpg603453.html,09129a6c-6137-45fa-b6da-0967e53901b5,2023-10-24T14:54:34,"KSh 58,499",lg+tv+43,"LG 43UP7750 - 43"" 4K UHD Smart Frameless LED TV - Black 2022",2023-10-24T14:54:34
28,Electronics/Television & Video/Televisions/Smart TVs,"LG 43'' 4K UHD TV HDR WebOS Smart AI ThinQ- 43UQ75006KSh 56,000KSh 68,00018%offers from",https://www.jumia.co.ke/43-4k-uhd-tv-hdr-webos-smart-ai-thinq-43uq75006-lg-mpg1290971.html,092ea5c6-6b3c-4c51-894a-f6cd38709660,2023-10-24T14:52:06,"KSh 56,000",lg+tv+43,LG 43'' 4K UHD TV HDR WebOS Smart AI ThinQ- 43UQ75006,2023-10-24T14:52:06
29,Home & Office/Home & Kitchen/Kitchen & Dining/Food Service Equipment & Supplies/Cooking Equipment,"Jikokoa Medium Size Jikokoa Xtra StoveKSh 3,862KSh 7,52449%",https://www.jumia.co.ke/jikokoa-medium-size-jikokoa-xtra-stove-68680404.html,094a2c91-b488-42af-907e-953d1996d328,2023-10-23T15:24:05,"KSh 3,862",jikokoa+xtra,Jikokoa Medium Size Jikokoa Xtra Stove,2023-10-23T15:24:05
30,"Grocery/Food Cupboard/Margarine, Jams, Honey & Spreads/Honey","Generic Multifloral Manuka Honey 50+ MGOKSh 2,500",https://www.jumia.co.ke/generic-multifloral-manuka-honey-50-mgo-48784613.html,09891d1f-a111-45da-b845-a8396db1f63c,2023-10-24T21:39:42,"KSh 2,500",honey,Generic Multifloral Manuka Honey 50+ MGO,2023-10-24T21:39:42
31,Electronics/Television & Video/Televisions/Smart TVs,"LG 43"" 4K UHD SMART TV,MAGIC REMOTE,ALEXA VOICE CONTROL,GOOGLE ASSISTANT-43UP75KSh 55,000KSh 68,00019%",https://www.jumia.co.ke/43-4k-uhd-latest-smart-tvmagic-remotevoice-controlwi-fi4k-hdr-43up7550-lg-mpg1290969.html,0a10291d-e69d-4d68-ad91-e0ad08d06fd8,2023-10-24T17:43:58,"KSh 55,000",lg+tv+43,"LG 43"" 4K UHD SMART TV",2023-10-24T17:43:58
32,Electronics/Television & Video/Televisions/Smart TVs,"LG 43'' 43UP7550 UHD 4K TV HDR WebOS Smart AI ThinQ - 2022 Local WarrantyKSh 61,000KSh 87,00030%",https://www.jumia.co.ke/lg-43-43up7550-uhd-4k-tv-hdr-webos-smart-ai-thinq-2022-local-warranty-61015023.html,0a199a1c-556b-48eb-b6e2-354b8dc32641,2023-10-24T14:51:16,"KSh 61,000",lg+tv+43,LG 43'' 43UP7550 UHD 4K TV HDR WebOS Smart AI ThinQ - 2022 Local Warranty,2023-10-24T14:51:16
33,Electronics/Television & Video/Televisions/Smart TVs,"LG 43"" 43UQ8000 LED TV - UHD, SMART, ThinQ 2022-FRAMELESSKSh 53,999KSh 68,00021%offers from",https://www.jumia.co.ke/43-43uq8000-led-tv-uhd-smart-thinq-2022-frameless-lg-mpg1290973.html,0a4b94fc-f1e2-4d72-8158-f4f53271dddf,2023-10-24T14:54:34,"KSh 53,999",lg+tv+43,"LG 43"" 43UQ8000 LED TV - UHD",2023-10-24T14:54:34
34,Electronics/Television & Video/Televisions/Smart TVs,"LG 43'' FULL HD SMART TV, ACTIVE HDR, NETFLIX, CHROMECASTKSh 42,199KSh 60,00030%offers from",https://www.jumia.co.ke/43-full-hd-smart-tv-netflix-youtube-43lm6300pvb-lg-mpg603483.html,0a8c7555-d6d1-4faa-bee5-9d5e76c37c84,2023-10-24T17:41:33,"KSh 42,199",lg+tv+43,LG 43'' FULL HD SMART TV,2023-10-24T17:41:33
35,Electronics/Television & Video/Televisions/Smart TVs,"LG 43” FULL HD SMART TV, NETFLIX, YOUTUBE 43LM6370PVAKSh 42,800KSh 52,99519%5 out of 5(1)",https://www.jumia.co.ke/lg-43-full-hd-smart-tv-netflix-youtube-43lm6370pva-55568784.html,0c0a65ab-f465-4cd3-9bc0-587cef1ffe4c,2023-10-24T14:51:18,"KSh 42,800",lg+tv+43,LG 43” FULL HD SMART TV,2023-10-24T14:51:18
36,Phones & Tablets/Mobile Phones/Smartphones/Android Phones,"Shipped from abroadSamsung Galaxy A51 5G - Prism Cube White - 128GB HDD- 6GB RAMKSh 29,600",https://www.jumia.co.ke/samsung-galaxy-a51-5g-prism-cube-white-128gb-hdd-6gb-ram-160115137.html,0c19e19b-4e09-4f98-beab-e21031cbec39,2023-10-24T17:57:36,"KSh 29,600",Samsung+Galaxy+A51,Samsung Galaxy A51 5G - Prism Cube White - 128GB HDD- 6GB RAM,2023-10-24T17:57:36
37,Electronics/Television & Video/Televisions/Smart TVs,"LG 43'' 4K ULTRA HD SMART TV, NETFLIX, MAGIC REMOTE 43UP75KSh 59,000KSh 68,00013%offers from",https://www.jumia.co.ke/43-4k-ultra-hd-smart-tv-netflix-magic-remote-43up75-lg-mpg351796.html,0c3ce5a1-0953-4765-8ed2-4686da1f3cbb,2023-10-24T14:50:04,"KSh 59,000",lg+tv+43,LG 43'' 4K ULTRA HD SMART TV,2023-10-24T14:50:04
38,Home & Office/Home & Furniture/Lighting/Lighting Bulbs & Component/Lighting Bulb/Specialty Bulb,Generic RGB Led Flexible Strip Snake Light Kit With ControllerKSh 738offers from3.6 out of 5(10),https://www.jumia.co.ke/rgb-led-flexible-strip-snake-light-kit-with-controller-generic-mpg1343820.html,0c45f26c-c1ae-4aee-9821-c55ab94018c8,2023-10-22T13:49:54,KSh 738,bulbs,Generic RGB Led Flexible Strip Snake Light Kit With Controller,2023-10-22T13:49:54
39,Electronics/Television & Video/Televisions/Smart TVs,"LG 43'' FULL HD SMART TV, ACTIVE HDR, NETFLIX, CHROMECAST 43LM6300PVBKSh 47,990KSh 58,00017%",https://www.jumia.co.ke/lg-43-full-hd-smart-tv-active-hdr-netflix-chromecast-43lm6300pvb-67964060.html,0cd18a13-c1c8-44a4-a988-6e7160559b1e,2023-10-24T14:50:55,"KSh 47,990",lg+tv+43,LG 43'' FULL HD SMART TV,2023-10-24T14:50:55
40,Home & Office/Home & Kitchen/Lighting & Ceiling Fans/Lamps & Lighting,"Generic Solar Street Light Flood Light OutdoorKSh 890KSh 1,74549%3.5 out of 5(40)",https://www.jumia.co.ke/generic-solar-street-light-flood-light-outdoor-45880178.html,0cf9cffb-85dd-4037-8862-a54e2850e619,2023-10-22T13:49:56,KSh 890,bulbs,Generic Solar Street Light Flood Light Outdoor,2023-10-22T13:49:56
41,Electronics/Television & Video/Televisions/Smart TVs,"LG 43UP7750 - 43"" 4K UHD Smart Frameless LED TV - Black 2022KSh 65,000",https://www.jumia.co.ke/lg-43up7750-43-4k-uhd-smart-frameless-led-tv-black-2022-121945437.html,0d60cef3-5345-4fd9-8bf4-bc6ead315014,2023-10-24T14:51:36,"KSh 65,000",lg+tv+43,"LG 43UP7750 - 43"" 4K UHD Smart Frameless LED TV - Black 2022",2023-10-24T14:51:36
42,Electronics/Television & Video/Televisions/Smart TVs,"LG 43UP7750 - 43"" 4K UHD Smart Frameless LED TV - Black 2022KSh 58,499KSh 97,00040%offers from",https://www.jumia.co.ke/43up7750-43-4k-uhd-smart-frameless-led-tv-black-2022-lg-mpg603453.html,0dd7269f-86e4-4e1c-9e5d-0dd245fb727b,2023-10-24T15:32:48,"KSh 58,499",lg+tv+43,"LG 43UP7750 - 43"" 4K UHD Smart Frameless LED TV - Black 2022",2023-10-24T15:32:48
43,Electronics/Television & Video/Televisions/Smart TVs,"LG 43UP77 43"" 4K UHD Smart TV With Magic RemoteKSh 66,000KSh 80,00018%offers from",https://www.jumia.co.ke/43up77-43-4k-uhd-smart-tv-with-magic-remote-lg-mpg603438.html,0e1967f1-dd17-42ca-a231-8dea41726550,2023-10-24T15:11:24,"KSh 66,000",lg+tv+43,"LG 43UP77 43"" 4K UHD Smart TV With Magic Remote",2023-10-24T15:11:24
44,Electronics/Television & Video/Televisions/Smart TVs,"LG 43LM6370PVA, 43'' SMART WEBOs FULL-HD LED TV, NETFLIX, YOUTUBE, BLUETOOTHKSh 51,599offers from",https://www.jumia.co.ke/43lm6370pva-43-smart-webos-full-hd-led-tv-netflix-youtube-bluetooth-lg-mpg405217.html,0e58647b-5d25-4ce2-abd9-9a81c8a3218d,2023-10-24T14:51:36,"KSh 51,599",lg+tv+43,LG 43LM6370PVA,2023-10-24T14:51:36
45,Electronics/Television & Video/Televisions/Smart TVs,"LG 43'' 43UP7550 UHD 4K TV HDR WebOS Smart AI ThinQ - 2022 Local WarrantyKSh 61,000KSh 87,00030%",https://www.jumia.co.ke/lg-43-43up7550-uhd-4k-tv-hdr-webos-smart-ai-thinq-2022-local-warranty-61015023.html,0e69c0de-fc80-48a5-a846-047426fe3729,2023-10-24T14:52:05,"KSh 61,000",lg+tv+43,LG 43'' 43UP7550 UHD 4K TV HDR WebOS Smart AI ThinQ - 2022 Local Warranty,2023-10-24T14:52:05
46,Electronics/Television & Video/Televisions/Smart TVs,"LG 43LM6370PVA, 43'' SMART WEBOs FULL-HD LED TV, NETFLIX, YOUTUBE, BLUETOOTHKSh 51,599offers from",https://www.jumia.co.ke/43lm6370pva-43-smart-webos-full-hd-led-tv-netflix-youtube-bluetooth-lg-mpg405217.html,0e90bf3a-8a69-4b9f-84c2-8087d2c318a5,2023-10-23T20:51:32,"KSh 51,599",lg+tv+43,LG 43LM6370PVA,2023-10-23T20:51:32
47,Electronics/Television & Video/Televisions/Smart TVs,"LG 43'' 4K UHD FRAMELESS TV HDR WebOS Smart AI ThinQ 43UP7550PVGKSh 59,000KSh 68,00013%",https://www.jumia.co.ke/lg-43-4k-uhd-frameless-tv-hdr-webos-smart-ai-thinq-43up7550pvg-115514304.html,0e93efb0-9a2b-4194-979f-b3b45de7a5b1,2023-10-24T17:43:58,"KSh 59,000",lg+tv+43,LG 43'' 4K UHD FRAMELESS TV HDR WebOS Smart AI ThinQ 43UP7550PVG,2023-10-24T17:43:58
48,Phones & Tablets/Mobile Phones/Smartphones/Android Phones,"Huawei Nova Y61,6.52"" //128GB+4GB RAM //Dual SIM //50MP //5000mAh /Ksly +FREE BUDS+PHKSh 24,899KSh 24,9991%",https://www.jumia.co.ke/huawei-nova-y616.52-128gb4gb-ram-dual-sim-50mp-5000mah-ksly-free-budsph-150993782.html,0ed55f03-cf90-4a57-829e-614d5fb779ca,2023-10-22T14:15:25,"KSh 24,899",huawei+y6,Huawei Nova Y61,2023-10-22T14:15:25
49,Electronics/Television & Video/Televisions/Smart TVs,"LG 43'' 4K UHD TV HDR WebOS Smart AI ThinQ 43UP7550PVG  - 2021 NEW MODELKSh 58,999KSh 68,00013%",https://www.jumia.co.ke/lg-43-4k-uhd-tv-hdr-webos-smart-ai-thinq-43up7550pvg-2021-new-model-67964099.html,0edf1b1f-b6b1-471f-ad93-2f0ac8f300a6,2023-10-23T20:51:33,"KSh 58,999",lg+tv+43,LG 43'' 4K UHD TV HDR WebOS Smart AI ThinQ 43UP7550PVG  - 2021 NEW MODEL,2023-10-23T20:51:33
50,Home & Office/Home & Kitchen/Kitchen & Dining/Food Service Equipment & Supplies/Cooking Equipment Accessories,"Jikokoa XTRA MEDIUM STOVE DURABLE SAVES MAKAAKSh 4,490KSh 6,33029%",https://www.jumia.co.ke/jikokoa-xtra-medium-stove-durable-saves-makaa-161827268.html,0f11f446-ff15-4504-b3c0-f4df29f0984c,2023-10-24T17:56:26,"KSh 4,490",jikokoa+xtra,Jikokoa XTRA MEDIUM STOVE DURABLE SAVES MAKAA,2023-10-24T17:56:26
51,Home & Office/Home & Kitchen/Kitchen & Dining/Cutlery & Knife Accessories/Knife Sets/Knife Block Sets,"UNIQUE Stainless Steel Knife SetKSh 3,230KSh 4,20023%offers from4.8 out of 5(5)",https://www.jumia.co.ke/stainless-steel-knife-set-generic-mpg384741.html,0f1922c1-82ef-4da8-8880-20724c3bd3ff,2023-10-22T13:56:41,"KSh 3,230",knives,UNIQUE Stainless Steel Knife Set,2023-10-22T13:56:41
52,Home & Office/Home & Kitchen/Kitchen & Dining/Food Service Equipment & Supplies/Cooking Equipment Accessories,"Jikokoa Medium Jikokoa Xtra Stove  + FREE KamataKSh 4,990KSh 6,00017%",https://www.jumia.co.ke/jikokoa-medium-jikokoa-xtra-stove-free-kamata-107630881.html,0f32ee62-168a-4f79-aa4a-c00665cb2449,2023-10-23T15:24:07,"KSh 4,990",jikokoa+xtra,Jikokoa Medium Jikokoa Xtra Stove  + FREE Kamata,2023-10-23T15:24:07
53,Home & Office/Home & Furniture/Lighting/Lighting Bulbs & Component/Lighting Bulb/Specialty Bulb,"Kamisafe Rechargeable LED LampKSh 1,594KSh 2,00020%",https://www.jumia.co.ke/kamisafe-rechargeable-led-lamp-150849224.html,0f9d31bd-efea-4b52-9b55-ea6bccba10ed,2023-10-22T13:49:56,"KSh 1,594",bulbs,Kamisafe Rechargeable LED Lamp,2023-10-22T13:49:56
54,Electronics/Television & Video/Televisions/Smart TVs,"LG 43-inch FHD Smart AI TV 43LM6370 Black 2022KSh 42,999KSh 69,00038%offers from",https://www.jumia.co.ke/43-inch-fhd-smart-ai-tv-43lm6370-black-2022-lg-mpg603475.html,103c7f77-58d3-457b-8c6c-d825be982b0b,2023-10-24T14:52:05,"KSh 42,999",lg+tv+43,LG 43-inch FHD Smart AI TV 43LM6370 Black 2022,2023-10-24T14:52:05
55,Electronics/Television & Video/Televisions/Smart TVs,"LG 43” FULL HD SMART TV, NETFLIX, YOUTUBE 43LM6370PVAKSh 42,800KSh 52,99519%5 out of 5(1)",https://www.jumia.co.ke/lg-43-full-hd-smart-tv-netflix-youtube-43lm6370pva-55568784.html,106e6f27-de2e-415b-ba39-4d844cba4fca,2023-10-24T15:32:48,"KSh 42,800",lg+tv+43,LG 43” FULL HD SMART TV,2023-10-24T15:32:48
56,Electronics/Television & Video/Televisions/Smart TVs,"LG 43UP75006 - 43"" 4K UHD Smart Frameless LED TV - Black 2023KSh 54,899KSh 70,00022%",https://www.jumia.co.ke/lg-43up75006-43-4k-uhd-smart-frameless-led-tv-black-2023-70294236.html,1079f514-8c90-488b-bd29-69007c69daf3,2023-10-24T17:41:33,"KSh 54,899",lg+tv+43,"LG 43UP75006 - 43"" 4K UHD Smart Frameless LED TV - Black 2023",2023-10-24T17:41:33
